LAPTOP NAME,PRICE,RATING,SPECIFICATIONS,PRODUCT URL,clean_specs,Processor,RAM,Storage,Operating System,Display,Warranty
HP Victus AI AMD Ryzen 5 Hexa Core 8645HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,58990,4.3,"AMD Ryzen 5 Hexa Core Processor
16 GB DDR5 RAM
Windows 11 Home Operating System
512 GB SSD
39.62 cm (15.6 inch) Display
1 Year Onsite Warranty",https://www.flipkart.com/hp-victus-ai-amd-ryzen-5-hexa-core-8645hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-fb3003ax-gaming-laptop/p/itme1af8ffef0502?pid=COMH8XZFKQRGWMWT&lid=LSTCOMH8XZFKQRGWMWTNDYQSA&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_BrzwIbL2tX2MCd2oXWAUUQ7wj-jDcphIVpLgHADrQM1X35_Y7IlL33NzdBUR8bvtPnJzUv9HU4CCE7DPnHeaYPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': None, 'RAM': None, 'Storage': '512 GB SSD', 'Operating System': 'Windows 11 Home', 'Display': None, 'Warranty': '1 Year'}",,,512 GB SSD,Windows 11 Home,,1 Year
HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,54990,4.3,"Intel Core i5 Processor (12th Gen)
8 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 inch) Display
1 Year Onsite Warranty",https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa1226tx-gaming-laptop/p/itm9ad6649afe111?pid=COMHY8KVEKZVERUA&lid=LSTCOMHY8KVEKZVERUAB5OFP8&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_BrzwIbL2tX2MCd2oXWAUUQ7wj-jDcphIVpLgHADrQM3FiH6OEYotmmkbjUdBGxJdqfzrel1gLU0D4wgcGeiT-fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': 'Intel Core i5 Processor (12th Gen)', 'RAM': '8 GB DDR4', 'Storage': '512 GB SSD', 'Operating System': 'Windows 11', 'Display': None, 'Warranty': '1 Year'}",Intel Core i5 Processor (12th Gen),8 GB DDR4,512 GB SSD,Windows 11,,1 Year
Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light...,38990,4.3,"Intel Core i5 Processor (13th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
35.56 cm (14 Inch) Display
1 Year Carry-in Warranty",https://www.flipkart.com/acer-aspire-3-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm707770fddc7e9?pid=COMH4B6CGZKHKUV3&lid=LSTCOMH4B6CGZKHKUV37HVWQK&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=e32c72c7-d2f8-49e0-909a-871cf76840a9.COMH4B6CGZKHKUV3.SEARCH&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': 'Intel Core i5 Processor (13th Gen)', 'RAM': '16 GB DDR4', 'Storage': '512 GB SSD', 'Operating System': 'Windows 11', 'Display': '35.56 cm (14 Inch) Display', 'Warranty': '1 Year'}",Intel Core i5 Processor (13th Gen),16 GB DDR4,512 GB SSD,Windows 11,35.56 cm (14 Inch) Display,1 Year
SAMSUNG Galaxy Book4 Metal Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-...,51990,4.5,"Intel Core i5 Processor (13th Gen)
16 GB LPDDR4X RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories",https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg2in-np750xgj-lg2in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDGFJGHZR4&lid=LSTCOMGZUYDGFJGHZR4JPVIN2&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&spotlightTagId=default_BestsellerId_6bo%2Fb5g&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=e32c72c7-d2f8-49e0-909a-871cf76840a9.COMGZUYDGFJGHZR4.SEARCH&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': 'Intel Core i5 Processor (13th Gen)', 'RAM': '16 GB LPDDR4', 'Storage': '512 GB SSD', 'Operating System': 'Windows 11', 'Display': None, 'Warranty': '1 Year'}",Intel Core i5 Processor (13th Gen),16 GB LPDDR4,512 GB SSD,Windows 11,,1 Year
SAMSUNG Galaxy Book4 Metal Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-...,59990,4.4,"Intel Core i7 Processor (13th Gen)
16 GB LPDDR4X RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories",https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg3in-np750xgj-lg3in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDYPUZAAXD&lid=LSTCOMGZUYDYPUZAAXDBMAOEF&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&spotlightTagId=default_BestsellerId_6bo%2Fb5g&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=e32c72c7-d2f8-49e0-909a-871cf76840a9.COMGZUYDYPUZAAXD.SEARCH&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': 'Intel Core i7 Processor (13th Gen)', 'RAM': '16 GB LPDDR4', 'Storage': '512 GB SSD', 'Operating System': 'Windows 11', 'Display': None, 'Warranty': '1 Year'}",Intel Core i7 Processor (13th Gen),16 GB LPDDR4,512 GB SSD,Windows 11,,1 Year
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-...,63990,4.3,"Intel Core Ultra 5 Processor
16 GB LPDDR5X RAM
Windows 11 Operating System
512 GB SSD
35.56 cm (14 Inch) Touchscreen Display
1 Year Carry-in Warranty",https://www.flipkart.com/acer-swift-go-14-touchscreen-ai-pc-intel-core-ultra-5-125h-16-gb-512-gb-ssd-windows-11-home-sfg14-73t-58pz-thin-light-laptop/p/itm174fc1bfd505f?pid=COMGZH2UKZZXYGSA&lid=LSTCOMGZH2UKZZXYGSAF4SIUU&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=en_BrzwIbL2tX2MCd2oXWAUUQ7wj-jDcphIVpLgHADrQM0u_88iK54EAP1JseXkgRQ3FTfyuUIyxcphu17d9G3tmRhTy0lUJ14SzoMSv_CzLF0%3D&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': None, 'RAM': None, 'Storage': '512 GB SSD', 'Operating System': 'Windows 11', 'Display': None, 'Warranty': '1 Year'}",,,512 GB SSD,Windows 11,,1 Year
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...",45990,4.2,"Intel Core i5 Processor (12th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj540ws-x1504za-nj542ws-thin-light-laptop/p/itm200184e4e0443?pid=COMHYG8ZSP9DC2GZ&lid=LSTCOMHYG8ZSP9DC2GZECEZQA&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=e32c72c7-d2f8-49e0-909a-871cf76840a9.COMHYG8ZSP9DC2GZ.SEARCH&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': 'Intel Core i5 Processor (12th Gen)', 'RAM': '16 GB DDR4', 'Storage': '512 GB SSD', 'Operating System': 'Windows 11', 'Display': None, 'Warranty': '1 Year'}",Intel Core i5 Processor (12th Gen),16 GB DDR4,512 GB SSD,Windows 11,,1 Year
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,17990,3.8,"Intel Celeron Dual Core Processor
8 GB DDR4 RAM
64 bit Windows 11 Home Operating System
512 GB SSD
29.46 cm (11.6 inch) Display
1 Year Warranty",https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-512-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZY2QDJ5Z4&lid=LSTCOMH7NCZY2QDJ5Z4RHDRWI&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=e32c72c7-d2f8-49e0-909a-871cf76840a9.COMH7NCZY2QDJ5Z4.SEARCH&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': None, 'RAM': '8 GB DDR4', 'Storage': '512 GB SSD', 'Operating System': 'Windows 11 Home', 'Display': None, 'Warranty': '1 Year'}",,8 GB DDR4,512 GB SSD,Windows 11 Home,,1 Year
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,50990,4.3,"Intel Core i5 Processor (12th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
2 Year Onsite Warranty",https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b12ucx-2471in-gaming-laptop/p/itmc1581367ea4e2?pid=COMGYSFG4WHPVAVZ&lid=LSTCOMGYSFG4WHPVAVZ6L3G5Q&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=e32c72c7-d2f8-49e0-909a-871cf76840a9.COMGYSFG4WHPVAVZ.SEARCH&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': 'Intel Core i5 Processor (12th Gen)', 'RAM': '16 GB DDR4', 'Storage': '512 GB SSD', 'Operating System': 'Windows 11', 'Display': None, 'Warranty': '2 Year'}",Intel Core i5 Processor (12th Gen),16 GB DDR4,512 GB SSD,Windows 11,,2 Year
ASUS Expertbook P1 Intel Core i7 13th Gen 13620H - (32 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60940W...,68990,3.8,"Intel Core i7 Processor (13th Gen)
32 GB DDR5 RAM
Windows 11 Home Operating System
512 GB SSD
35.56 cm (14 inch) Display
Microsoft Office Home 2024, Microsoft 365 Basic
1 Year Onsite Warranty",https://www.flipkart.com/asus-expertbook-p1-intel-core-i7-13th-gen-13620h-32-gb-512-gb-ssd-windows-11-home-p1403cva-s60940ws-thin-light-laptop/p/itmc8b94112958cf?pid=COMH8Z2QT98FWRGH&lid=LSTCOMH8Z2QT98FWRGH3QRD3U&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=e32c72c7-d2f8-49e0-909a-871cf76840a9.COMH8Z2QT98FWRGH.SEARCH&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': 'Intel Core i7 Processor (13th Gen)', 'RAM': None, 'Storage': '512 GB SSD', 'Operating System': 'Windows 11 Home', 'Display': '35.56 cm (14 inch) Display', 'Warranty': '1 Year'}",Intel Core i7 Processor (13th Gen),,512 GB SSD,Windows 11 Home,35.56 cm (14 inch) Display,1 Year
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,16490,3.7,"Light weight, Portable Laptop RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD Storage
Hard-Decoding 4k@60Hz Graphics/GPU: UHD Graphics 600 Display: 14.1 inch, 16:9 IPS Display Touchpad: Larger Touchpad with easy control Keyboard: Chiclet keyboard keys
Intel Celeron Dual Core Processor (11th Gen)
8 GB DDR4 RAM
64 bit Windows 11 Operating System
256 GB SSD
35.81 cm (14.1 inch) Display
WPS Office, Operating System Software
1 Year Onsite Warranty",https://www.flipkart.com/chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-pro-laptop/p/itm5e1f327988402?pid=COMGQHMZWHRXFWET&lid=LSTCOMGQHMZWHRXFWETVNWSPG&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=en_BrzwIbL2tX2MCd2oXWAUUQ7wj-jDcphIVpLgHADrQM3qSL49bE9GlyUQHIijd9OGPZe93af8qsCVeTy04ZbXKA%3D%3D&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': 'Intel Celeron Dual Core Processor (11th Gen)', 'RAM': '8GB LPDDR4', 'Storage': '256 GB SSD', 'Operating System': 'Windows 11', 'Display': None, 'Warranty': '1 Year'}",Intel Celeron Dual Core Processor (11th Gen),8GB LPDDR4,256 GB SSD,Windows 11,,1 Year
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,44990,4.3,"Intel Core i5 Processor (12th Gen)
8 GB DDR4 RAM
64 bit Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",https://www.flipkart.com/hp-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5002tu-thin-light-laptop/p/itm9046eaf5a4af9?pid=COMGZNSBS7Z959EW&lid=LSTCOMGZNSBS7Z959EWGCQAVA&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=en_BrzwIbL2tX2MCd2oXWAUUQ7wj-jDcphIVpLgHADrQM2th9P3lLNqZ6oyOHW16AUHzju6oqsSZblhdc4T3vRYjOo15S0a61Wzzbg3qNOknKY%3D&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': 'Intel Core i5 Processor (12th Gen)', 'RAM': '8 GB DDR4', 'Storage': '512 GB SSD', 'Operating System': 'Windows 11', 'Display': None, 'Warranty': '1 Year'}",Intel Core i5 Processor (12th Gen),8 GB DDR4,512 GB SSD,Windows 11,,1 Year
Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73...,70990,4.1,"Intel Core Ultra 7 Processor
16 GB LPDDR5X RAM
Windows 11 Operating System
1 TB SSD
35.56 cm (14 Inch) Touchscreen Display
1 Year Carry-in Warranty",https://www.flipkart.com/acer-swift-go-14-touchscreen-ai-pc-intel-core-ultra-7-155h-16-gb-1-tb-ssd-windows-11-home-sfg14-73t-70n9-thin-light-laptop/p/itm174fc1bfd505f?pid=COMGZH2UFKEB5PP4&lid=LSTCOMGZH2UFKEB5PP4ZOS4QG&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=e32c72c7-d2f8-49e0-909a-871cf76840a9.COMGZH2UFKEB5PP4.SEARCH&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': None, 'RAM': None, 'Storage': '1 TB SSD', 'Operating System': 'Windows 11', 'Display': None, 'Warranty': '1 Year'}",,,1 TB SSD,Windows 11,,1 Year
Acer Aspire 3 Intel Celeron Dual Core - (8 GB/128 GB SSD/Windows 11 Home) A311-45 Thin and Light Lapto...,14990,3.8,"Intel Celeron Dual Core Processor
8 GB DDR4 RAM
64 bit Windows 11 Home Operating System
128 GB SSD
29.46 cm (11.6 inch) Display
1 Year Warranty",https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-128-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZGGGWQC4W&lid=LSTCOMH7NCZGGGWQC4WZOS2IO&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=e32c72c7-d2f8-49e0-909a-871cf76840a9.COMH7NCZGGGWQC4W.SEARCH&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': None, 'RAM': '8 GB DDR4', 'Storage': '128 GB SSD', 'Operating System': 'Windows 11 Home', 'Display': None, 'Warranty': '1 Year'}",,8 GB DDR4,128 GB SSD,Windows 11 Home,,1 Year
Acer Aspire 3 Intel Core i3 13th Gen - (8 GB/256 GB SSD/Windows 11 Home) A324-53 Thin and Light Laptop,28990,4.2,"Intel Core i3 Processor (13th Gen)
8 GB DDR4 RAM
64 bit Windows 11 Home Operating System
256 GB SSD
35.56 cm (14 inch) Display
1 Year Warranty",https://www.flipkart.com/acer-aspire-3-intel-core-i3-13th-gen-8-gb-256-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm58dc5baf51a9f?pid=COMH7NCZGUEHXDEN&lid=LSTCOMH7NCZGUEHXDENGYNLZA&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=e32c72c7-d2f8-49e0-909a-871cf76840a9.COMH7NCZGUEHXDEN.SEARCH&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': 'Intel Core i3 Processor (13th Gen)', 'RAM': '8 GB DDR4', 'Storage': '256 GB SSD', 'Operating System': 'Windows 11 Home', 'Display': '35.56 cm (14 inch) Display', 'Warranty': '1 Year'}",Intel Core i3 Processor (13th Gen),8 GB DDR4,256 GB SSD,Windows 11 Home,35.56 cm (14 inch) Display,1 Year
Infinix Y4 Max Series Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,43490,4.2,"Intel Core i5 Processor (13th Gen)
16 GB LPDDR4X RAM
Windows 11 Operating System
512 GB SSD
40.64 cm (16 inch) Display
NA
1 Year Onsite Warranty",https://www.flipkart.com/infinix-y4-max-series-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-yl613-thin-light-laptop/p/itmd28733993c713?pid=COMGWWBRSAFMWR3W&lid=LSTCOMGWWBRSAFMWR3WKB4J37&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=e32c72c7-d2f8-49e0-909a-871cf76840a9.COMGWWBRSAFMWR3W.SEARCH&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': 'Intel Core i5 Processor (13th Gen)', 'RAM': '16 GB LPDDR4', 'Storage': '512 GB SSD', 'Operating System': 'Windows 11', 'Display': '40.64 cm (16 inch) Display', 'Warranty': '1 Year'}",Intel Core i5 Processor (13th Gen),16 GB LPDDR4,512 GB SSD,Windows 11,40.64 cm (16 inch) Display,1 Year
HP 15 (2024) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15-fc0154AU Thin and Ligh...,29990,4.2,"AMD Ryzen 3 Quad Core Processor
8 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",https://www.flipkart.com/hp-15-2024-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-15-fc0154au-thin-light-laptop/p/itm341b4714ead99?pid=COMH56DFUBTUMXRH&lid=LSTCOMH56DFUBTUMXRHUIRDZB&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=en_BrzwIbL2tX2MCd2oXWAUUQ7wj-jDcphIVpLgHADrQM3Yygm_SXw-EUExZjK2lUKyR1BB8Pv17E2zwYA_chIZaEhz9c-MSIoFe8xMxkfU6dM%3D&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': None, 'RAM': '8 GB DDR4', 'Storage': '512 GB SSD', 'Operating System': 'Windows 11', 'Display': None, 'Warranty': '1 Year'}",,8 GB DDR4,512 GB SSD,Windows 11,,1 Year
SAMSUNG Galaxy Book5 360 AI PC Full Metal Chasis Intel Core Ultra 5 226V - (16 GB/512 GB SSD/Windows 1...,114990,4.9,"Intel Core Ultra 5 Processor
16 GB LPDDR5X RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Touchscreen Display
1 Year Onsite Warranty",https://www.flipkart.com/samsung-galaxy-book5-360-ai-pc-full-metal-chasis-intel-core-ultra-5-226v-16-gb-512-gb-ssd-windows-11-home-np750qha-2-1-laptop/p/itmc76ec3e8002b4?pid=COMH9PHPRY2KUCGG&lid=LSTCOMH9PHPRY2KUCGGMW1YZ7&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=en_BrzwIbL2tX2MCd2oXWAUUQ7wj-jDcphIVpLgHADrQM2Rh5DSM8-D2V5_Q3VstHVvBMaPYk766nwLiBt-PWtSGK8iqbiwhGf4dwbXVx7ZSks%3D&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': None, 'RAM': None, 'Storage': '512 GB SSD', 'Operating System': 'Windows 11', 'Display': None, 'Warranty': '1 Year'}",,,512 GB SSD,Windows 11,,1 Year
Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) A325-42 Thin an...,38990,4.0,"AMD Ryzen 7 Octa Core Processor
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Carry-in Warranty",https://www.flipkart.com/acer-aspire-3-backlit-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itmdaf15e01a1d1a?pid=COMH397XPF4Z3BMX&lid=LSTCOMH397XPF4Z3BMXL8O53G&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=e32c72c7-d2f8-49e0-909a-871cf76840a9.COMH397XPF4Z3BMX.SEARCH&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': None, 'RAM': '16 GB DDR4', 'Storage': '512 GB SSD', 'Operating System': 'Windows 11', 'Display': None, 'Warranty': '1 Year'}",,16 GB DDR4,512 GB SSD,Windows 11,,1 Year
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,48990,4.3,"Intel Core i5 Processor (12th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 inch) Display
1 Year Onsite warranty",https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=e32c72c7-d2f8-49e0-909a-871cf76840a9.COMGXNZGJV3MEMWM.SEARCH&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': 'Intel Core i5 Processor (12th Gen)', 'RAM': '16 GB DDR4', 'Storage': '512 GB SSD', 'Operating System': 'Windows 11', 'Display': None, 'Warranty': '1 Year'}",Intel Core i5 Processor (12th Gen),16 GB DDR4,512 GB SSD,Windows 11,,1 Year
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,57990,4.3,"Intel Core i5 Processor (13th Gen)
16 GB DDR4 RAM
Windows 11 Operating System
512 GB SSD
39.62 cm (15.6 Inch) Display
1 Year Onsite Warranty",https://www.flipkart.com/acer-aspire-7-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-a715-79g-gaming-laptop/p/itm8208102c97f99?pid=COMH3G96J7CE6ZPH&lid=LSTCOMH3G96J7CE6ZPHSFRCM4&marketplace=FLIPKART&q=Laptops&store=6bo%2Fb5g&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=en_BrzwIbL2tX2MCd2oXWAUUQ7wj-jDcphIVpLgHADrQM0Su2C0S_F480ITB-1yx2t7iWQ63OZTAwh4k3FAQ1k17ssrgPW5YLzJU0_H6_RHKR0%3D&ppt=hp&ppn=homepage&ssid=7n76hozdhc0000001746468761843&qH=48b773c837465a99,"{'Processor': 'Intel Core i5 Processor (13th Gen)', 'RAM': '16 GB DDR4', 'Storage': '512 GB SSD', 'Operating System': 'Windows 11', 'Display': None, 'Warranty': '1 Year'}",Intel Core i5 Processor (13th Gen),16 GB DDR4,512 GB SSD,Windows 11,,1 Year
